Production tag;JIRA tickets;Anchor productions;Anchor pass;Collision system;Energy;Run list;Comment;Requester;PWG;PAG;Production status;Requested events;Generated events;Output size;Run time;Saving time;First seen;Last seen
LHC20a8_fast;ALIROOT-8403;LHC17p;pass1;p-p;5020.0;;- Ds -> KKpi and D+ -> Kpipi dedicated, Pythia8 for 2017 pp central barrel analyses (D2H) anchored to LHC17p/q (pp reference run), FAST;;PWGHF;;;42785455;46748000;4077751319090;1.0084209e+06;13515.781;1581053451;1582016008
LHC20a8_cent;ALIROOT-8403;LHC17p;pass1;p-p;5020.0;;- Ds -> KKpi and D+ -> Kpipi dedicated, Pythia8 for 2017 pp central barrel analyses (D2H) anchored to LHC17p/q (pp reference run), CENT;;PWGHF;;;24167273;26400800;2347748391181;576521;7790.5474;1581053438;1582001626
LHC20a7_fast;ALIROOT-8402;LHC17p;pass1;p-p;5020.0;;-, Pythia8 for 2017 pp central barrel analyses (D2H) anchored to LHC17p/q (pp reference run), FAST;;PWGHF;;;42785455;46653600;15662829771902;1.0058988e+06;14782.163;1581053626;1581989824
LHC20a7_cent;ALIROOT-8402;LHC17p;pass1;p-p;5020.0;;-, Pythia8 for 2017 pp central barrel analyses (D2H) anchored to LHC17p/q (pp reference run), CENT;;PWGHF;;;24167273;26346000;8930449540417;557019.75;8785.366;1581053623;1581989694
LHC20a6;ALIROOT-8400;LHC18q;muon_calo_pass3;Pb-Pb;5020.0;;- Simulations with STARLIGHT for the very low pT J/spi analysis at forward y, in PbPb collisions at, for periods LHC18q and LHC18r;;PWGDQ;;;182657152;212820000;3711782348839;81230.27;1675.6901;1580979725;1581100793
LHC20a5b3_cent;ALIROOT-8399;LHC17p;pass1;p-p;5020.0;;- PYTHIA8 and a muon simulated with AliGenBox, anchored to LHC17p/q, Geant4 w/ material budget fix, primary vertex fixed, CENT;;;no PAG to select;;1000000;1088500;411963577106;24106.055;320.39224;1582830255;1582929424
LHC20a5b2_cent;ALIROOT-8399;LHC17p;pass1;p-p;5020.0;;- PYTHIA8 and a muon simulated with AliGenBox, anchored to LHC17p/q, Geant4, primary vertex fixed, CENT;;Common production;no PAG to select;;1000000;1096750;416836536455;21763.547;375.04932;1580814261;1580925592
LHC20a5b1_cent;ALIROOT-8399;LHC17p;pass1;p-p;5020.0;;- PYTHIA8 and a muon simulated with AliGenBox, anchored to LHC17p/q, Geant3, primary vertex fixed, CENT;;Common production;no PAG to select;;1000000;1098500;428540320193;13272.998;329.15967;1580814259;1580921219
LHC20a5a3_cent;ALIROOT-8399;LHC17p;pass1;p-p;5020.0;;- PYTHIA8 and a muon simulated with AliGenBox, anchored to LHC17p/q, Geant4 w/ material budget fix, standard PV, CENT;;;no PAG to select;;1000000;1092500;415741528700;23972.996;316.11023;1582829977;1582907898
LHC20a5a2_cent;ALIROOT-8399;LHC17p;pass1;p-p;5020.0;;- PYTHIA8 and a muon simulated with AliGenBox, anchored to LHC17p/q, Geant4, standard PV, CENT;;Common production;no PAG to select;;1000000;1097250;417993541734;21821.133;336.28857;1580814257;1580945014
LHC20a5a1_cent;ALIROOT-8399;LHC17p;pass1;p-p;5020.0;;- PYTHIA8 and a muon simulated with AliGenBox, anchored to LHC17p/q, Geant3, standard PV, CENT;;Common production;no PAG to select;;1000000;1098500;430748366152;12904.578;375.17783;1580814254;1580916975
LHC19h5a3;ALIROOT-8307;, LHC18k;pass1;p-p;13000.0;;HF-D2H Monte Carlo for HM triggers with updated configuration, anchored to HMSPD triggers, 2018 data;;PWGHF;;;154363636;166856000;41878604750720;6.0233105e+06;82339.55;1580498408;1581807562
LHC19g6d3;ALIROOT-8281;, LHC16p;pass1;p-p;13000.0;;- Updated Pythia6 HF, for XiC analysis in pp collisions at, 2016 data;;PWGHF;;;10500000;14392100;7859932732537;684741;14479.322;1581672301;1582733710
LHC19g6d2;ALIROOT-8281;LHC17e;pass1;p-p;13000.0;;- Updated Pythia6 HF, for XiC analysis in pp collisions at, 2017 data;;PWGHF;;;19200000;31077000;17431678344043;1.366845e+06;24999.355;1581672280;1582721904
LHC19g6d1;ALIROOT-8281;, LHC18m;pass1;p-p;13000.0;;- Updated Pythia6 HF, for XiC analysis in pp collisions at, 2018 data;;PWGHF;;;19200000;24759400;5602883847826;1.0790751e+06;20010.22;1581672272;1582764206
LHC18k6a2_cent_woSDD;ALIROOT-8085;LHC17p;pass1;p-p;5020.0;;for HF jets in pp anchored to LHC17p/q, bb all, modified generator, CENT w/o SDD;;PWGHF;;;3556364;3894800;307752569858;99424.03;1399.5458;1580813534;1581063370
LHC18k6a2_fast;ALIROOT-8085;LHC17p;pass1;p-p;5020.0;;for HF jets in pp anchored to LHC17p/q, bb all, modified generator, FAST;;PWGHF;;;6305455;6900200;545074049007;174147.52;2079.2632;1580813579;1581092661
LHC18a2d;ALIROOT-7643;LHC18b;pass1;p-p;13000.0;;pp, with injected nuclei anchored to 2018 data;;PWGLF;;;119836304;123464400;45734108688334;2.0375104e+06;29677.805;1580063656;1581722672
LHC20a4;ALIROOT-8395;LHC18p;pass1;p-p;13000.0;;General-purpose Monte Carlo anchored to LHC18p, test case;;PWGDQ;;;60000000;72518000;1359480590075;26571.188;553.4775;1580189533;1585532623
LHC20a2;ALIROOT-8392;LHC17p;pass1;p-p;5020.0;;- EPOS Muon Monte Carlo anchored to LHC17p and LHC17q;;PWGDQ;;;25000000;27555000;4212543660711;131206.61;1506.7267;1579214769;1579373348
LHC20a3;ALIROOT-8394;LHC18b, LHC18d, LHC18e, LHC18f, LHC18g, LHC18h, LHC18i, LHC18j, LHC18l, LHC18m, LHC18n, LHC18o, LHC18p;pass1;p-p;13000.0;;single muon, anchored to LHC18bdefghijlmnop;;PWGDQ;;;480190000;479750000;259106540222;273831.7;1756.298;1579238525;1582703469
LHC20a1;ALIROOT-8391;LHC17q;pass1;p-p;5020.0;;- Muon Monte Carlo anchored to LHC17q;;PWGDQ;;;1883000;2059000;123828928882;9298.564;154.13531;1579037811;1579120871
LHC19k3c2_fast;ALIROOT-8370;LHC18c;pass1;p-p;13000.0;;for HF jets in pp anchored to LHC18c period (fast), ccbar, ele;;PWGHF;;;6879600;7512800;779111625073;174459.22;3065.6494;1578775725;1578990111
LHC19k3c1_fast;ALIROOT-8370;LHC18c;pass1;p-p;13000.0;;for HF jets in pp anchored to LHC18c period (fast), bbbar, ele;;PWGHF;;;6879600;7488400;776462138302;176446.61;3119.8115;1578775591;1579005956
LHC18f5b_2;ALIROOT-7859;LHC17h, LHC17i, LHC17j, LHC17k, LHC17l, LHC17m, LHC17o, LHC17r, LHC17n, LHC17o;pass1;p-p;13000.0;;- Jet-Jet, PYTHIA8 anchored to LHC17h, i, j, k, l, m, o, r, no ESD, 90% statistics, V0 fix;;PWGJE;;;722945457;785065200;167019280178272;2.3855528e+07;181285.31;1577776725;1581621848
LHC19h1b2_4;ALIROOT-8303;, LHC17n;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;Central events with HIJING + injected signal with Upgrade geometry, for ITS3 studies, 4th iteration;;Common production;no PAG to select;;500000;549114;14888782316899;1.207454e+06;11310.356;1576773912;1576936777
LHC19h1a2_4;ALIROOT-8303;LHC15o;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;Central events with HIJING + injected signal with Upgrade geometry, for ITS3, hadHF option, 4th iteration;;Common production;no PAG to select;;500000;548832;13680782659308;1.1936518e+06;11614.509;1576699586;1576952888
LHC19k4;ALIROOT-8378;LHC15o;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;- HIJING min bias -, anchored to Pb-Pb 2015 data with new AliRoot version;;PWGMM;no PAG to select;;100000;108510;1762152166543;51338.992;770.5569;1576709682;1576802092
LHC19f2e4_extra;ALIROOT-8237;LHC18q;pass1;Pb-Pb;5020.0;;- Hijing + heavy-flavour hadron decays anchored to 18q and 18r periods, 50-90% centrality, w/ embedding, no cent dependence injection, 90% stats, w/o ESDs;;PWGDQ;;;43200000;45860100;13693874247158;1.5047689e+06;64296.312;1576582043;1578394960
LHC19f2e3_extra;ALIROOT-8237;LHC18q;pass1;Pb-Pb;5020.0;;- Hijing + heavy-flavour hadron decays anchored to 18q and 18r periods, 30-50% centrality, w/ embedding, no cent dependence injection, 90% stats, w/o ESDs;;PWGDQ;;;43200000;46155816;19880096904915;2.8263385e+06;96072.77;1576582046;1578404721
LHC19f2e2_extra;ALIROOT-8237;LHC18q;pass1;Pb-Pb;5020.0;;- Hijing + heavy-flavour hadron decays anchored to 18q and 18r periods, 10-30% centrality, w/ embedding, no cent dependence injection, 90% stats, w/o ESDs;;PWGDQ;;;28800000;31020752;29339631636060;4.668503e+06;134790.06;1576582048;1578381888
LHC19f2e1_extra;ALIROOT-8237;LHC18q;pass1;Pb-Pb;5020.0;;- Hijing + heavy-flavour hadron decays anchored to 18q and 18r periods, 0-10% centrality, w/ embedding, no cent dependence injection, 90% stats, w/o ESDs;;PWGDQ;;;34650000;37865184;48231661211848;1.0906161e+07;222008.56;1576582051;1578352294
LHC19f2a4_extra;ALIROOT-8237;LHC18q;pass1;Pb-Pb;5020.0;;- Hijing + injected light-flavour hadron decays anchored to 18q and 18r periods, 50-90% centrality, w/ embedding, 90% stats, w/o ESDs;;PWGDQ;;;5400000;5732000;1850381533738;186706.94;7199.931;1577265205;1577909166
LHC19f2a3_extra;ALIROOT-8237;LHC18q;pass1;Pb-Pb;5020.0;;- Hijing + injected light-flavour hadron decays anchored to 18q and 18r periods, 30-50% centrality, w/ embedding, 90% stats, w/o ESDs;;PWGDQ;;;2700000;2956560;3601268831564;258400.19;16371.603;1577265166;1577708672
LHC19f2a2_extra;ALIROOT-8237;LHC18q;pass1;Pb-Pb;5020.0;;- Hijing + injected light-flavour hadron decays anchored to 18q and 18r periods, 10-30% centrality, w/ embedding, 90% stats, w/o ESDs;;PWGDQ;;;2700000;2935968;5401064071128;611784.1;23135.963;1577265071;1577711867
LHC19f2a1_extra;ALIROOT-8237;LHC18q;pass1;Pb-Pb;5020.0;;- Hijing + injected light-flavour hadron decays anchored to 18q and 18r periods, 0-10% centrality, w/ embedding, 90% stats, w/o ESDs;;PWGDQ;;;1350000;1481880;5348506629368;821184.6;23166.857;1577264997;1577713814
LHC19h1b2_3;ALIROOT-8303;LHC15o;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;Central events with HIJING + injected signal with Upgrade geometry, for ITS3 studies, 3rd iteration;;Common production;no PAG to select;;500000;540960;14646758950708;1.1495585e+06;16335.578;1576404070;1576819088
LHC19h1a2_3;ALIROOT-8303;LHC15o;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;Central events with HIJING + injected signal with Upgrade geometry, for ITS3, hadHF option, 3rd iteration;;Common production;no PAG to select;;500000;539769;13429498484359;1.1683818e+06;16386.855;1576404001;1576819151
LHC19h1b2_2;ALIROOT-8303;LHC15o;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;Central events with HIJING + injected signal with Upgrade geometry, for ITS3 studies, 2nd iteration;;Common production;no PAG to select;;500000;546699;14809759260528;1.1483308e+06;13422.111;1576180738;1576468373
LHC19h1a2_2;ALIROOT-8303;LHC15o;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;Central events with HIJING + injected signal with Upgrade geometry, for ITS3, hadHF option, 2nd iteration;;Common production;no PAG to select;;500000;529428;13228208098679;1.1481902e+06;16190.67;1576180710;1576735460
LHC19h1b2_1;ALIROOT-8303;LHC15o;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;Central events with HIJING + injected signal with Upgrade geometry, for ITS3 studies, 1st iteration;;Common production;no PAG to select;;500000;546747;14819025056453;1.1826792e+06;22302.496;1576001579;1576243707
LHC19h1a2_1;ALIROOT-8303;LHC15o;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;Central events with HIJING + injected signal with Upgrade geometry, for ITS3, hadHF option, 1st iteration;;Common production;no PAG to select;;500000;545853;13604656114020;1.2082628e+06;20000.895;1576001575;1576316238
LHC19k3c2;ALIROOT-8370;LHC18e;pass1;p-p;13000.0;;for HF jets in pp anchored to 2018 periods, ccbar, ele;;PWGHF;;;21088000;23670720;2421752480242;571675.8;7599.004;1574817470;1600244051
LHC19k3c1;ALIROOT-8370;LHC18e;pass1;p-p;13000.0;;for HF jets in pp anchored to 2018 periods, bbbar, ele;;PWGHF;;;21088000;23660940;2419286626612;566745.06;7574.5728;1574817365;1580801845
LHC19k3b2;ALIROOT-8370;LHC17l;pass1;p-p;13000.0;;for HF jets in pp anchored to 2017 periods, ccbar, ele;;PWGHF;;;20998000;23681920;2644221773469;548300.9;7730.2095;1574890840;1580725997
LHC19k3b1;ALIROOT-8370;LHC17l;pass1;p-p;13000.0;;for HF jets in pp anchored to 2017 periods, bbbar, ele;;PWGHF;;;20998000;23664160;2645215429273;542894.56;7662.1133;1574890739;1580737745
LHC19k3a2;ALIROOT-8370;LHC16g;pass1;p-p;13000.0;;for HF jets in pp anchored to 2016 periods, ccbar, ele;;PWGHF;;;6035000;6713640;690106374425;169626.17;2113.849;1574930882;1580336290
LHC19k3a1;ALIROOT-8370;LHC16g;pass1;p-p;13000.0;;for HF jets in pp anchored to 2016 periods, bbbar, ele;;PWGHF;;;6035000;6711640;691734429835;167527.55;2127.1301;1574930851;1580344002
LHC19k2;ALIROOT-8365;LHC18q;pass1;Pb-Pb;5020.0;;-, extra cycle for low IR run;;PWGMM;no PAG to select;;100000;109980;1591667522424;59433.766;333.77475;1574774670;1574910077
LHC19g2a;ALIROOT-8260;LHC16d;pass1;p-p;13000.0;;- check improvement on ITS geometry description, central drum sections revised, anchored to LHC16d;;Common production;no PAG to select;;12000000;13473600;3959143310285;207721.4;2708.9734;1574593012;1574716541
LHC18k3b;ALIROOT-8077;LHC18p;pass1;p-p;13000.0;;General-purpose Monte Carlo anchored to LHC18p, V0 deltaray fix and SPDSparseDead update;;Common production;no PAG to select;;21326054;23772400;8597077470045;420265;2315.5022;1574449274;1574972836
LHC18c12b_extra_SPDSparseDead;ALIROOT-7738;LHC17h;pass1;p-p;13000.0;;General-purpose Monte Carlo anchored to LHC17h, extra statistics, V0 fix and SPDSparseDead;;Common production;no PAG to select;;127012608;139204000;49807736071967;2.3840582e+06;17421.924;1574329270;1575288107
LHC18c12b_SPDSparseDead;ALIROOT-7738;LHC17h;pass1;p-p;13000.0;;General-purpose Monte Carlo anchored to LHC17h, V0 fix and SPDSparseDead;;Common production;no PAG to select;;42337667;47244000;16906171354379;823319.8;5777.99;1574329067;1575254896
LHC18f5b_1;ALIROOT-7859;LHC17h, LHC17i, LHC17j, LHC17k, LHC17l, LHC17m, LHC17o, LHC17r;pass1;p-p;13000.0;;- Jet-Jet, PYTHIA8 anchored to LHC17h, i, j, k, l, m, o, r, with ESD, 10% statistics, V0 fix;;PWGJE;;;80327273;87313600;68821990825195;2.6180628e+06;11407.87;1574032012;1574386171
LHC19k1;ALIROOT-8366;LHC18q, LHC18r;pass1;Pb-Pb;5020.0;;- Central barrel UPC anchored to LHC18qr pass1;;PWGUD;;;120096000;119533000;16499877308150;966357;10487.201;1573858254;1600244017
LHC19h1a2;ALIROOT-8303;, LHC17n;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;Central events with HIJING + injected signal with Upgrade geometry, for ITS3, hadHF option;;Common production;no PAG to select;;500000;549714;29368365966589;1.4238408e+06;7221.1104;1572803117;1572961883
LHC19h1b2;ALIROOT-8303;, LHC17n;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;Central events with HIJING + injected signal with Upgrade geometry, for ITS3 studies;;Common production;no PAG to select;;500000;549324;35823401187440;1.4479718e+06;7874.7266;1572633661;1572799498
LHC18c12b_extra;ALIROOT-7738;LHC17h;pass1;p-p;13000.0;;General-purpose Monte Carlo anchored to LHC17h, extra statistics, V0 fix;;Common production;no PAG to select;;127012608;139030000;49747697443489;2.3610285e+06;18084.176;1572464059;1573152663
LHC17i2f_extra2;ALIROOT-7338;LHC15o;pass1___pass1_pidfix___pass3_lowIR_pidfix;Pb-Pb;5020.0;;AMPT (via AliGenerators) for Pb-Pb, LHC15o, with StringMelting, 2019 edition, extra statistics 2;;PWGCF;no PAG to select;;3757500;4056910;97369328636796;3.363448e+06;20162.928;1570922623;1571597439
LHC19a3_6;ALIROOT-8262;LHC18r;pass1_emd;Pb-Pb;5020.0;297328, 297331;- RELDIS anchored to LHC18r, EMD runs, C-side, redone;;PWGMM;;;;3888000;590427399585;52016.2;3292.5964;1570863382;1570971159
LHC19a3_5;ALIROOT-8262;LHC18r;pass1_emd;Pb-Pb;5020.0;297328, 297331;- RELDIS anchored to LHC18r, EMD runs, redone;;PWGMM;;;;3879100;587852542792;58136.03;2150.7466;1570862542;1570956731
LHC19j1;ALIROOT-8354;, LHC17q;pass1;p-p;5020.0;;- Geant3, Psi(2S) analysis at forward rapidity in pp at, (17p/q);;PWGDQ;no PAG to select;;50000000;44320000;853639353997;12529.872;346.95886;1570731215;1570818502
LHC19i3c2;ALIROOT-8351;LHC18b;pass1;p-p;13000.0;;- JJ events triggered by decay photons with at least, in DCAL+PHOS anchored to 2018 periods;;PWGGA;no PAG to select;;64000000;69962550;19638642728022;3.6011395e+06;26811.576;1569581797;1572890184
LHC19i3c1;ALIROOT-8351;LHC18b;pass1;p-p;13000.0;;- JJ events triggered by decay photons with at least, in EMCAL anchored to 2018 periods;;PWGGA;no PAG to select;;64000000;70345200;19775558309244;3.1832008e+06;31450.217;1569581652;1572903690
LHC19i3b2;ALIROOT-8351;LHC18b;pass1;p-p;13000.0;;- JJ events triggered by decay photons with at least, in DCAL+PHOS anchored to 2018 periods;;PWGGA;no PAG to select;;48000000;53149400;11091531621530;1.7018342e+06;13004.187;1569581464;1572699492
LHC19i3b1;ALIROOT-8351;LHC18b;pass1;p-p;13000.0;;- JJ events triggered by decay photons with at least, in EMCal anchored to 2018 periods;;PWGGA;no PAG to select;;48000000;53218800;11107062220280;1.6862246e+06;12993.846;1569581446;1572702658
LHC19i3a2;ALIROOT-8351;LHC18b;pass1;p-p;13000.0;;- GJ, PYTHIA8 with photons in DCAL+PHOS anchored to 2018 periods;;PWGGA;no PAG to select;;48000000;53252800;10511037296787;1.5446668e+06;11934.105;1569581317;1572713215
LHC19i3a1;ALIROOT-8351;LHC18b;pass1;p-p;13000.0;;- GJ, PYTHIA8 with photons in EMCAL anchored to 2018 periods;;PWGGA;no PAG to select;;48000000;53247600;10496746271065;1.5019452e+06;12469.718;1569581292;1572711453
LHC19i2c;ALIROOT-8318;LHC16k;pass2;p-p;13000.0;258499, 258537;J/psi jets in pp at, 2016 data;;PWGCF;;;;24656000;3194900095455;487497.97;4168.6646;1569588756;1571177992
LHC19i2b;ALIROOT-8318;LHC17o;pass1;p-p;13000.0;281956, 281961;J/psi jets in pp at, 2017 data;;PWGCF;;;;83418000;11356283789741;1.1965991e+06;12621.568;1569591516;1571205929
LHC19i2a;ALIROOT-8318;LHC18m;pass1;p-p;13000.0;292836, 292839;J/psi jets in pp at, 2018 data;;PWGCF;;;;51541600;6956227695062;740329.6;7566.7617;1569588934;1571122487
LHC19h11c_extra;ALIROOT-8318;LHC16o;pass1;p-p;13000.0;;Reconstructed Pythia, anchored to HMV0-triggered pp, 2016 data, extra statistics;;PWGCF;;;136365637;141904400;153185929750525;7.854972e+06;36791.47;1569017026;1574115136
LHC19h11b_extra;ALIROOT-8318;LHC17k;pass1;p-p;13000.0;;Reconstructed Pythia, anchored to HMV0-triggered pp, 2017 data, extra statistics;;PWGCF;;;275832546;288391400;309000111272539;1.2357936e+07;78475.234;1569016979;1574144276
LHC19h11a_extra;ALIROOT-8318;LHC18e;pass1;p-p;13000.0;;Reconstructed Pythia, anchored to HMV0-triggered pp, 2018 data, extra statistics;;PWGCF;;;127802182;132882000;145819961578458;5.9491595e+06;34299.043;1569016896;1573728673
LHC19h8_cent_woSDD_extra;ALIROOT-8327;LHC17p;pass1;p-p;5020.0;282341, 282342, 282343;- pp central barrel simulations (LHC17p/q) with enhanced dielectron contributions: test for SPD dead sparse maps, CENT, noSDD, extra statistics;;PWGDQ;;;;52001600;18811212834379;1.2294095e+06;7023.897;1569014341;1570670535
LHC19h8_cent_extra;ALIROOT-8327;LHC17p;pass1;p-p;5020.0;282341, 282342, 282343;- pp central barrel simulations (LHC17p/q) with enhanced dielectron contributions: test for SPD dead sparse maps, CENT, extra statistics;;PWGDQ;;;;52002800;19007660055457;1.2370728e+06;6562.4814;1569014293;1570670797
LHC19h8_fast_extra;ALIROOT-8327;LHC17p;pass1;p-p;5020.0;282341, 282342, 282343;- pp central barrel simulations (LHC17p/q) with enhanced dielectron contributions: test for SPD dead sparse maps, FAST, extra statistics;;PWGDQ;;;;91818000;33208589580965;2.1780222e+06;11264.243;1569014402;1570668903
LHC19h9_fast_extra;ALIROOT-8328;LHC16q;pass1;p-Pb;5020.0;265309, 265332, 265334;- Central barrel simulation for p-Pb at, (LHC16q, LHC16t) with injected heavy flavor signals: test for SPD dead sparse maps, fast, extra statistics;;PWGDQ;;;;49253750;8174513830914;1.737371e+06;9063.041;1569015168;1570615663
LHC19h9_cent_woSDD_extra;ALIROOT-8328;LHC16q;pass1;p-Pb;5020.0;265309, 265332, 265334;- Central barrel simulation for p-Pb at, (LHC16q, LHC16t) with injected heavy flavor signals: test for SPD dead sparse maps, cent_woSDD, extra statistics;;PWGDQ;;;;49126750;8152907717433;1.7046859e+06;8308.022;1569015148;1570624000
LHC19h9_cent_extra;ALIROOT-8328;LHC16q;pass1;p-Pb;5020.0;265309, 265332, 265334;- Central barrel simulation for p-Pb at, (LHC16q, LHC16t) with injected heavy flavor signals: test for SPD dead sparse maps, EPOS check, cent, extra statistics;;PWGDQ;;;;49160000;32088300834417;1.7106466e+06;9112.519;1569015100;1570592760
LHC18f1_timestamp;ALIROOT-7844;LHC16k;pass2;p-p;13000.0;257892;General-purpose Monte Carlo anchored to pass2 LHC16k, timestamp;;Common production;;;;200;6515161846;4.8888884;1.9891666;1578826876;1579500032
LHC19i1;ALIROOT-8337;LHC18q;muon_calo_pass3;Pb-Pb;5020.0;295585, 295586, 295587, 295588, 295589, 295612, 295615, 295665, 295666, 295667, 295668, 295671;Jpsi -> mumu LHC18q and LHC18r (pure signal;;PWGDQ;;;;32545000;676513876212;7253.083;1784.4688;1568742676;1568881510
LHC19g3d2_extra;ALIROOT-8279;, LHC17q;pass1;p-p;5020.0;282099, 282366;- G4, BERT+biasing (FTFP_BERT_EMV+optical+biasing) physics list, 17p/q anchor, more volumes, extra statistics;;Common production;;;;5480250;1774664813811;84000.84;1234.0079;1568045153;1568161822
LHC19g3c_extra;ALIROOT-8279;, LHC17q;pass1;p-p;5020.0;282099, 282366;- G4, BERT (FTFP_BERT_EMV+optical) physics list, 17p/q anchor, extra statistics;;Common production;;;;5481500;1776364827293;83750.38;919.5791;1568045058;1568152552
LHC19g3b_extra;ALIROOT-8279;, LHC17q;pass1;p-p;5020.0;282099, 282366;- G4, default (FTFP_INCLXX_EMV+optical) physics list, 17p/q anchor, extra statistics;;Common production;;;;5483750;1766175788914;125950.99;921.2991;1568044973;1568143273
LHC19g3a_extra;ALIROOT-8279;, LHC17q;pass1;p-p;5020.0;282099, 282366;- G3, 17p/q anchor, extra statistics;;Common production;;;;5480750;1757438538776;69707;793.9923;1568044874;1568130983
LHC19g3d2;ALIROOT-8279;, LHC17q;pass1;p-p;5020.0;282099, 282366;- G4, BERT+biasing (FTFP_BERT_EMV+optical+biasing) physics list, 17p/q anchor, more volumes;;Common production;;;;548000;177534799427;8328.692;85.86673;1568044121;1568117199
LHC19a3_4;ALIROOT-8262;LHC18r;pass1_emd;Pb-Pb;5020.0;297328, 297331;- RELDIS anchored to LHC18r, EMD runs, C-side;;PWGMM;;;;3880200;587440573661;52390.273;1752.1704;1567965010;1568169719
LHC19f2e2;ALIROOT-8237;LHC18q;pass1;Pb-Pb;5020.0;;- Hijing + heavy-flavour hadron decays anchored to 18q and 18r periods, 30-50% centrality, w/ embedding, no cent dependence injection;;PWGDQ;;;3200000;3450656;5121251666743;510996.44;15747.122;1575234338;1575559111
LHC19f2a2;ALIROOT-8237;LHC18q;pass1;Pb-Pb;5020.0;;- Hijing + injected light-flavour hadron decays anchored to 18q and 18r periods, 30-50% centrality, w/ embedding;;PWGDQ;;;300000;324848;897954177777;65884.45;2408.1533;1575193892;1575363870
LHC19h12c_cent_woSDD;ALIROOT-8319;LHC16q;pass1;p-Pb;5020.0;265425, 265426;- AMPT pPb long correlation studies anchored to LHC16qt, material -10%, cent_woSDD;;PWGCF;;;;27300000;27680523738501;1.0211897e+06;7792.9224;1568660576;1570638119
LHC19h12c_fast;ALIROOT-8319;LHC16q;pass1;p-Pb;5020.0;265425, 265426;- AMPT pPb long correlation studies anchored to LHC16qt, material -10%, fast;;PWGCF;;;;27345800;27724977833430;1.0240565e+06;8238.48;1568660571;1570622227
LHC19h12b_cent_woSDD;ALIROOT-8319;LHC16q;pass1;p-Pb;5020.0;265425, 265426;- AMPT pPb long correlation studies anchored to LHC16qt, material +10%, cent_woSDD;;PWGCF;;;;27308800;29872947729291;1.0689368e+06;8525.441;1568660566;1570622352
LHC19h12b_fast;ALIROOT-8319;LHC16q;pass1;p-Pb;5020.0;265425, 265426;- AMPT pPb long correlation studies anchored to LHC16qt, material +10%, fast;;PWGCF;;;;27346400;29904373294719;1.0673809e+06;7582.536;1568660560;1570616709
LHC19h12a_cent_woSDD;ALIROOT-8319;LHC16q;pass1;p-Pb;5020.0;265425, 265426;- AMPT pPb long correlation studies anchored to LHC16qt, cent_woSDD;;PWGCF;;;;54573400;57514711258068;2.0696454e+06;16763.35;1568660244;1570619835
LHC19h12a_fast;ALIROOT-8319;LHC16q;pass1;p-Pb;5020.0;265425, 265426;- AMPT pPb long correlation studies anchored to LHC16qt, fast;;PWGCF;;;;54739200;57708953251545;2.078258e+06;17018.125;1568660542;1570622599
LHC17j7_3;ALIROOT-7531;LHC17n;pass1;Xe-Xe;5440.0;280234, 280235;Xe-Xe, General-purpose Monte Carlo Xe-Xe (LHC17n), with updated SPDSparseDead, HIJING, extra statistics;;Common production;;;;3181605;32577966343994;1.0695925e+06;4047.2927;1567085986;1567308371
LHC19h11c;ALIROOT-8318;, LHC16o;pass2;p-p;13000.0;;Reconstructed Pythia, anchored to HM-triggered pp, 2016 data, with ESDs;;PWGCF;;;15151819;15759000;17009507648808;842024.5;8839.562;1567797878;1568242264
LHC19h11b;ALIROOT-8318;LHC17k;pass1;p-p;13000.0;;Reconstructed Pythia, anchored to HM-triggered pp, 2017 data, with ESDs;;PWGCF;;;30648364;32010000;34297141173009;1.3156034e+06;14427.193;1567797836;1568280436
LHC19h11a;ALIROOT-8318;LHC18e;pass1;p-p;13000.0;;Reconstructed Pythia, anchored to HM-triggered pp, 2018 data, with ESDs;;PWGCF;;;14200364;14722400;16155754366641;603551.94;10440.955;1567797759;1568179530
LHC19g7c;ALIROOT-8297;, LHC16f;pass1;p-p;13000.0;252858, 253529, 253755;-, the Eta prime meson, 2016 data;;PWGGA;;;;2402390;1158910849796;58744.023;472.60776;1566977314;1568590347
LHC19g7b;ALIROOT-8297;, LHC17g;pass1;p-p;13000.0;270667, 270824, 270861, 270935, 271289;-, the Eta prime meson, 2017 data;;PWGGA;;;;4571600;2201589709911;90613.48;3720.1663;1566950855;1568457284
